,id,carat,depth,table,x,y,z,price,cut_score,color_E,color_F,color_G,color_H,color_I,color_J,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2
26471,26471,1.2,62.8,57.0,6.78,6.72,4.24,8.888,5,0,0,1,0,0,0,0,0,0,0,1,0,0
26472,26472,0.46,62.2,54.0,4.95,4.99,3.09,6.809,5,0,0,0,0,1,0,0,0,0,1,0,0,0
26473,26473,0.51,61.1,59.0,5.16,5.12,3.14,7.54,4,0,0,0,0,0,0,0,0,0,0,1,0,0
26474,26474,0.38,60.6,59.0,4.65,4.62,2.81,7.02,4,1,0,0,0,0,0,0,0,0,0,0,1,0
26475,26475,0.54,61.0,56.0,5.28,5.25,3.21,7.521,5,1,0,0,0,0,0,0,0,0,0,1,0,0
26476,26476,0.31,60.7,58.0,4.4,4.37,2.66,6.953,4,0,0,1,0,0,0,0,0,0,0,0,1,0
26477,26477,0.5,60.9,57.0,5.15,5.12,3.12,7.221,5,0,0,0,0,0,0,0,0,1,0,0,0,0
26478,26478,1.0,63.8,60.0,6.35,6.31,4.04,8.873,2,0,0,1,0,0,0,0,0,0,0,0,1,0
26479,26479,0.31,61.0,57.0,4.33,4.36,2.65,6.829,5,1,0,0,0,0,0,0,0,0,0,0,1,0
26480,26480,0.4,61.2,57.0,4.74,4.77,2.91,6.959,5,1,0,0,0,0,0,0,0,0,1,0,0,0
26481,26481,0.32,61.6,57.0,4.42,4.38,2.71,6.417,5,0,0,1,0,0,0,0,1,0,0,0,0,0
26482,26482,0.3,58.8,63.0,4.32,4.35,2.55,6.172,3,0,0,0,0,0,0,0,1,0,0,0,0,0
26483,26483,0.31,60.7,57.0,4.39,4.41,2.67,6.465,5,1,0,0,0,0,0,0,0,0,0,1,0,0
26484,26484,0.41,63.2,58.0,4.72,4.77,3.0,6.604,2,0,0,0,0,0,0,0,1,0,0,0,0,0
26485,26485,0.33,61.3,55.0,4.46,4.48,2.74,6.795,5,0,1,0,0,0,0,0,0,0,0,0,1,0
26486,26486,0.31,61.1,57.0,4.36,4.35,2.66,6.596,4,0,0,0,0,0,0,0,1,0,0,0,0,0
26487,26487,0.45,60.3,59.0,4.99,4.93,2.99,6.847,4,0,0,0,0,1,0,0,1,0,0,0,0,0
26488,26488,0.32,61.8,60.0,4.36,4.35,2.69,6.719,4,0,0,1,0,0,0,0,0,0,1,0,0,0
26489,26489,0.53,64.1,54.0,5.11,5.16,3.29,7.194,2,1,0,0,0,0,0,0,1,0,0,0,0,0
26490,26490,0.35,60.1,62.0,4.57,4.52,2.73,6.863,4,0,0,0,1,0,0,0,0,0,0,0,1,0
26491,26491,0.65,62.7,54.0,5.58,5.56,3.49,7.595,5,1,0,0,0,0,0,0,1,0,0,0,0,0
26492,26492,1.24,61.2,59.0,6.89,6.93,4.23,8.832,4,0,0,0,1,0,0,0,0,0,0,1,0,0
26493,26493,2.3,61.8,57.0,8.48,8.45,5.23,9.701,5,0,0,0,0,1,0,0,0,1,0,0,0,0
26494,26494,0.7,61.4,54.2,5.72,5.76,3.52,8.23,5,0,0,0,0,0,0,0,0,0,1,0,0,0
26495,26495,1.05,59.0,59.0,6.71,6.68,3.95,8.607,4,0,0,0,1,0,0,0,0,0,0,1,0,0
26496,26496,0.74,61.2,56.0,5.82,5.87,3.58,7.593,5,0,0,0,0,0,1,0,0,0,1,0,0,0
26497,26497,2.1,61.5,59.0,8.28,8.24,5.08,9.669,4,0,0,0,0,1,0,0,1,0,0,0,0,0
26498,26498,0.31,61.8,56.0,4.33,4.37,2.69,6.438,5,0,1,0,0,0,0,0,0,0,0,1,0,0
26499,26499,0.51,59.6,57.0,5.2,5.24,3.11,7.271,5,1,0,0,0,0,0,0,1,0,0,0,0,0
26500,26500,1.14,60.4,58.0,6.82,6.79,4.11,8.751,4,0,1,0,0,0,0,0,1,0,0,0,0,0
26501,26501,2.19,63.7,57.0,8.23,8.19,5.23,9.372,2,0,0,0,0,1,0,0,0,1,0,0,0,0
26502,26502,0.3,62.7,59.0,4.27,4.22,2.66,6.921,4,0,0,1,0,0,0,0,0,0,0,0,1,0
26503,26503,0.3,61.9,58.0,4.28,4.32,2.66,6.568,4,0,0,0,0,0,0,0,0,0,1,0,0,0
26504,26504,0.52,62.4,60.0,5.14,5.18,3.22,7.261,3,0,0,1,0,0,0,0,0,0,0,1,0,0
26505,26505,0.44,61.9,56.0,4.91,4.88,3.03,7.196,5,1,0,0,0,0,0,0,0,0,0,0,0,1
26506,26506,0.57,62.1,55.0,5.37,5.33,3.32,7.483,5,1,0,0,0,0,0,0,0,0,0,1,0,0
26507,26507,0.74,61.3,57.0,5.82,5.85,3.57,8.049,5,0,0,0,0,1,0,0,0,0,0,0,0,1
26508,26508,0.5,61.8,53.0,5.13,5.18,3.19,7.733,5,0,1,0,0,0,0,0,0,0,0,0,0,1
26509,26509,0.91,59.2,60.0,6.3,6.41,3.76,8.294,3,0,0,0,1,0,0,0,1,0,0,0,0,0
26510,26510,1.12,61.0,60.0,6.7,6.64,4.07,8.253,4,0,0,1,0,0,0,0,0,1,0,0,0,0
26511,26511,0.54,61.6,54.0,5.26,5.3,3.25,7.418,3,0,0,1,0,0,0,0,0,0,1,0,0,0
26512,26512,0.58,61.5,58.0,5.41,5.38,3.32,7.838,4,1,0,0,0,0,0,0,0,0,0,1,0,0
26513,26513,2.02,62.3,56.0,7.99,8.06,5.0,9.756,3,0,0,0,0,0,0,0,0,1,0,0,0,0
26514,26514,1.54,59.8,58.0,7.45,7.49,4.47,9.435,4,0,0,1,0,0,0,0,0,0,0,1,0,0
26515,26515,1.16,62.5,56.0,6.7,6.8,4.23,8.633,5,0,0,0,0,0,0,0,0,1,0,0,0,0
26516,26516,0.53,62.2,53.0,5.17,5.21,3.23,7.269,5,0,0,0,0,1,0,0,0,0,0,0,1,0
26517,26517,1.21,62.4,58.0,6.83,6.79,4.25,8.359,4,0,0,0,0,0,1,0,0,0,0,1,0,0
26518,26518,2.04,62.0,56.0,8.18,8.23,5.09,9.7,5,0,0,0,1,0,0,0,0,1,0,0,0,0
26519,26519,1.0,65.8,59.0,6.07,6.15,4.02,8.476,1,1,0,0,0,0,0,0,1,0,0,0,0,0
26520,26520,0.3,61.1,59.0,4.31,4.26,2.62,6.815,4,0,0,0,0,0,0,0,0,0,0,1,0,0
26521,26521,0.4,62.3,54.0,4.74,4.77,2.96,6.925,5,0,0,0,1,0,0,0,0,0,0,0,1,0
26522,26522,1.53,62.1,55.0,7.43,7.35,4.59,9.118,5,0,0,0,0,1,0,0,0,0,0,1,0,0
26523,26523,0.31,62.9,59.0,4.32,4.27,2.7,6.687,4,0,1,0,0,0,0,0,0,0,0,1,0,0
26524,26524,1.19,61.2,55.0,6.86,6.81,4.18,8.961,4,0,0,1,0,0,0,0,0,0,1,0,0,0
26525,26525,0.71,58.5,59.0,5.87,5.82,3.42,7.76,4,0,1,0,0,0,0,0,1,0,0,0,0,0
26526,26526,1.2,59.9,57.0,6.91,6.87,4.13,8.778,5,0,0,0,1,0,0,0,0,0,0,1,0,0
26527,26527,0.3,62.3,57.0,4.25,4.29,2.66,6.196,5,0,0,0,1,0,0,0,0,0,0,1,0,0
26528,26528,0.25,64.9,58.0,3.95,3.97,2.57,6.165,2,1,0,0,0,0,0,0,0,0,0,0,0,1
26529,26529,1.52,62.7,59.0,7.32,7.35,4.6,9.433,4,0,0,1,0,0,0,0,0,0,0,0,1,0
26530,26530,0.7,63.1,64.0,5.58,5.61,3.53,7.629,2,0,1,0,0,0,0,0,1,0,0,0,0,0
26531,26531,0.32,61.7,61.0,4.38,4.43,2.72,6.33,3,0,0,0,1,0,0,0,0,0,1,0,0,0
26532,26532,1.11,61.5,58.0,6.69,6.62,4.09,8.861,4,0,0,1,0,0,0,0,0,0,0,1,0,0
26533,26533,0.34,60.3,57.0,4.53,4.56,2.74,6.39,3,1,0,0,0,0,0,0,1,0,0,0,0,0
26534,26534,0.36,62.1,56.0,4.58,4.53,2.83,6.746,5,0,0,0,0,0,0,0,1,0,0,0,0,0
26535,26535,1.11,63.6,58.0,6.48,6.57,4.15,8.255,2,0,0,0,0,0,1,0,1,0,0,0,0,0
26536,26536,0.35,63.5,54.0,4.48,4.43,2.83,6.582,5,1,0,0,0,0,0,0,0,0,0,1,0,0
26537,26537,0.3,62.1,54.0,4.32,4.35,2.69,6.38,5,0,0,0,1,0,0,0,0,0,0,0,0,1
26538,26538,1.04,62.7,55.0,6.43,6.49,4.05,8.626,5,0,0,0,1,0,0,0,0,0,1,0,0,0
26539,26539,0.33,62.1,59.0,4.45,4.4,2.75,6.75,4,0,1,0,0,0,0,0,0,0,0,1,0,0
26540,26540,1.02,61.6,55.0,6.53,6.46,4.0,8.872,5,0,0,1,0,0,0,0,0,0,1,0,0,0
26541,26541,0.58,61.9,56.0,5.35,5.38,3.32,7.775,5,0,1,0,0,0,0,0,0,0,0,0,0,1
26542,26542,0.5,62.7,55.0,5.08,5.12,3.2,7.28,5,1,0,0,0,0,0,0,0,0,0,1,0,0
26543,26543,0.9,59.8,64.0,6.14,6.21,3.69,8.35,2,1,0,0,0,0,0,0,1,0,0,0,0,0
26544,26544,0.31,61.0,56.0,4.43,4.39,2.69,6.953,5,1,0,0,0,0,0,0,0,0,0,0,0,1
26545,26545,0.71,60.4,60.0,5.8,5.72,3.48,7.741,4,0,0,0,0,1,0,0,0,0,0,1,0,0
26546,26546,0.9,64.0,58.0,6.11,6.07,3.9,8.274,2,0,0,0,1,0,0,0,0,0,0,1,0,0
26547,26547,0.52,62.2,57.0,5.16,5.13,3.2,7.45,5,0,0,0,0,0,0,0,1,0,0,0,0,0
26548,26548,0.37,61.2,56.0,4.61,4.64,2.83,6.962,5,0,0,1,0,0,0,1,0,0,0,0,0,0
26549,26549,0.7,59.7,59.0,5.73,5.77,3.43,7.756,2,0,0,0,0,1,0,0,0,0,0,0,0,1
26550,26550,0.3,61.2,59.0,4.32,4.28,2.63,6.654,4,0,0,1,0,0,0,0,0,0,1,0,0,0
26551,26551,0.9,62.0,61.0,6.14,6.16,3.81,8.235,3,0,1,0,0,0,0,0,0,1,0,0,0,0
26552,26552,1.02,62.7,59.0,6.36,6.44,4.01,8.458,3,0,0,0,0,0,0,0,0,1,0,0,0,0
26553,26553,0.7,62.5,57.0,5.64,5.68,3.54,7.861,3,1,0,0,0,0,0,0,0,0,0,1,0,0
26554,26554,0.65,58.1,61.0,5.66,5.74,3.31,7.519,2,0,1,0,0,0,0,0,1,0,0,0,0,0
26555,26555,0.33,63.0,57.0,4.41,4.39,2.77,6.413,5,0,0,0,1,0,0,0,1,0,0,0,0,0
26556,26556,0.65,60.1,57.0,5.61,5.65,3.38,8.171,5,0,0,1,0,0,0,1,0,0,0,0,0,0
26557,26557,0.23,61.0,57.0,3.97,4.01,2.44,6.091,2,0,1,0,0,0,0,0,0,0,0,1,0,0
26558,26558,1.52,61.4,57.0,7.4,7.38,4.54,9.711,5,0,0,1,0,0,0,0,0,0,0,0,1,0
26559,26559,0.51,61.7,57.0,5.12,5.15,3.17,7.271,5,0,0,1,0,0,0,0,0,0,0,1,0,0
26560,26560,0.3,61.9,61.0,4.32,4.28,2.66,6.515,4,0,0,0,0,1,0,0,0,0,0,0,0,1
26561,26561,0.56,61.1,57.0,5.38,5.33,3.27,7.53,4,1,0,0,0,0,0,0,0,0,0,1,0,0
26562,26562,0.41,58.9,60.0,4.87,4.84,2.86,6.981,4,0,0,1,0,0,0,0,0,0,1,0,0,0
26563,26563,0.74,62.8,59.0,5.72,5.77,3.61,7.695,3,0,0,0,1,0,0,0,0,1,0,0,0,0
26564,26564,0.31,63.1,57.0,4.34,4.31,2.73,6.351,3,0,0,0,1,0,0,0,1,0,0,0,0,0
26565,26565,2.01,65.0,60.0,7.8,7.73,5.05,9.527,1,0,0,1,0,0,0,0,0,1,0,0,0,0
26566,26566,1.16,62.1,59.0,6.74,6.63,4.15,8.239,4,0,1,0,0,0,0,0,0,1,0,0,0,0
26567,26567,0.67,63.8,60.0,5.5,5.47,3.5,7.596,2,0,0,1,0,0,0,0,0,0,0,1,0,0
26568,26568,0.41,62.9,58.0,4.72,4.75,2.98,6.526,3,1,0,0,0,0,0,0,0,1,0,0,0,0
26569,26569,0.43,61.5,56.0,4.86,4.89,3.0,7.169,5,0,0,0,1,0,0,0,0,0,0,0,1,0
26570,26570,0.52,61.7,56.0,5.18,5.22,3.21,7.144,5,0,0,1,0,0,0,0,1,0,0,0,0,0
26571,26571,2.14,62.7,55.0,8.26,8.21,5.16,9.478,5,1,0,0,0,0,0,0,0,1,0,0,0,0
26572,26572,0.3,60.6,60.0,4.36,4.39,2.65,6.405,4,0,1,0,0,0,0,0,0,0,0,1,0,0
26573,26573,0.72,61.2,56.0,5.79,5.75,3.53,7.888,5,1,0,0,0,0,0,0,1,0,0,0,0,0
26574,26574,0.3,61.6,57.0,4.32,4.28,2.65,6.654,5,0,1,0,0,0,0,0,0,0,0,1,0,0
26575,26575,0.35,60.2,60.0,4.54,4.6,2.75,6.489,3,0,0,1,0,0,0,0,0,0,0,1,0,0
26576,26576,0.32,60.7,56.0,4.45,4.43,2.7,6.808,5,0,1,0,0,0,0,0,0,0,0,0,1,0
26577,26577,2.03,63.0,56.0,8.12,8.05,5.09,9.487,4,0,0,0,0,1,0,0,0,1,0,0,0,0
26578,26578,0.77,63.4,58.0,5.81,5.74,3.66,7.724,3,0,0,0,0,1,0,0,0,0,0,1,0,0
26579,26579,0.78,62.2,55.0,5.87,5.9,3.66,8.092,5,0,0,1,0,0,0,0,1,0,0,0,0,0
26580,26580,0.35,61.5,59.0,4.55,4.53,2.79,6.809,4,0,1,0,0,0,0,0,0,0,0,1,0,0
26581,26581,1.03,61.6,55.0,6.49,6.46,3.99,8.47,5,0,1,0,0,0,0,0,0,1,0,0,0,0
26582,26582,0.33,60.0,58.0,4.49,4.47,2.69,6.611,4,0,0,1,0,0,0,0,0,0,0,1,0,0
26583,26583,0.5,62.2,55.0,5.07,5.11,3.16,7.156,5,0,0,0,0,1,0,0,0,0,1,0,0,0
26584,26584,0.41,63.4,58.0,4.75,4.71,3.0,6.707,3,1,0,0,0,0,0,0,0,1,0,0,0,0
26585,26585,1.52,61.5,55.0,7.44,7.41,4.57,9.432,5,0,1,0,0,0,0,0,1,0,0,0,0,0
26586,26586,0.73,59.8,58.0,5.85,5.89,3.51,8.104,4,0,0,0,0,0,0,0,0,0,0,1,0,0
26587,26587,0.57,61.6,54.0,5.35,5.37,3.3,7.084,5,0,0,1,0,0,0,0,0,1,0,0,0,0
26588,26588,0.34,63.9,56.0,4.4,4.43,2.82,6.033,2,0,1,0,0,0,0,0,0,1,0,0,0,0
26589,26589,2.03,63.1,59.0,8.12,7.99,5.08,9.454,3,0,0,0,0,0,0,0,0,1,0,0,0,0
26590,26590,0.94,61.9,57.0,6.21,6.29,3.87,8.13,3,0,0,0,1,0,0,0,0,1,0,0,0,0
26591,26591,0.46,62.3,54.0,4.96,4.99,3.1,7.112,5,0,0,0,1,0,0,0,0,0,0,0,1,0
26592,26592,0.3,61.8,58.0,4.28,4.33,2.66,6.265,4,0,0,0,0,1,0,0,0,0,0,0,0,1
26593,26593,1.03,62.3,57.0,6.51,6.43,4.03,8.724,4,0,0,1,0,0,0,0,0,0,0,1,0,0
26594,26594,1.03,57.4,61.0,6.67,6.71,3.84,8.267,1,0,0,0,0,1,0,0,1,0,0,0,0,0
26595,26595,0.7,60.6,58.0,5.75,5.7,3.47,7.862,4,0,0,0,0,0,0,0,0,1,0,0,0,0
26596,26596,1.59,62.6,54.0,7.43,7.47,4.67,9.47,5,0,0,0,1,0,0,0,0,0,0,0,0,1
26597,26597,0.73,61.7,54.0,5.82,5.76,3.57,8.15,5,0,1,0,0,0,0,0,0,0,0,0,0,1
26598,26598,0.81,61.7,55.1,5.97,6.04,3.71,8.325,5,0,0,1,0,0,0,0,0,0,0,0,0,1
26599,26599,1.3,61.7,56.0,7.07,7.02,4.35,8.812,5,0,0,0,0,1,0,0,0,0,0,1,0,0
26600,26600,0.86,64.3,60.0,5.97,5.95,3.83,7.944,2,0,1,0,0,0,0,0,0,1,0,0,0,0
26601,26601,0.34,61.8,57.0,4.44,4.46,2.75,6.653,5,0,0,0,1,0,0,0,0,0,0,0,1,0
26602,26602,1.21,60.3,60.0,6.89,6.93,4.17,8.745,5,0,0,0,0,1,0,0,0,0,1,0,0,0
26603,26603,1.54,62.0,56.0,7.46,7.43,4.61,9.584,5,1,0,0,0,0,0,0,0,0,0,1,0,0
26604,26604,0.9,62.6,54.3,6.14,6.17,3.86,8.248,5,0,0,0,0,1,0,0,0,0,0,1,0,0
26605,26605,0.34,59.8,61.0,4.53,4.5,2.7,6.688,4,0,0,0,0,0,0,0,1,0,0,0,0,0
26606,26606,0.32,61.6,57.0,4.38,4.42,2.71,6.469,5,0,0,1,0,0,0,0,0,0,1,0,0,0
26607,26607,0.82,62.1,56.0,5.94,5.98,3.7,8.168,3,0,0,1,0,0,0,0,0,0,0,1,0,0
26608,26608,0.31,63.3,58.0,4.32,4.28,2.72,6.81,3,0,0,0,1,0,0,0,0,0,0,0,1,0
26609,26609,1.06,62.5,57.1,6.46,6.5,4.05,8.482,5,0,0,0,1,0,0,0,0,1,0,0,0,0
26610,26610,1.21,60.8,58.0,6.91,6.88,4.19,8.811,4,0,0,0,1,0,0,0,0,0,0,1,0,0
26611,26611,1.07,62.2,57.0,6.59,6.56,4.09,8.576,5,0,0,1,0,0,0,0,1,0,0,0,0,0
26612,26612,0.5,63.3,57.0,5.01,5.07,3.19,7.27,2,0,1,0,0,0,0,0,0,0,0,1,0,0
26613,26613,0.4,62.3,58.0,4.66,4.72,2.92,7.024,4,0,0,1,0,0,0,0,0,0,0,0,1,0
26614,26614,0.3,63.0,53.0,4.31,4.26,2.7,6.41,4,0,0,0,0,1,0,0,0,0,1,0,0,0
26615,26615,0.7,61.3,56.0,5.73,5.78,3.53,7.816,5,0,0,1,0,0,0,0,1,0,0,0,0,0
26616,26616,1.7,61.9,59.0,7.59,7.67,4.72,9.197,5,0,0,0,1,0,0,0,0,1,0,0,0,0
26617,26617,0.46,62.3,57.0,4.87,4.92,3.05,6.822,3,0,0,0,0,1,0,0,0,0,0,1,0,0
26618,26618,0.58,59.4,58.0,5.45,5.5,3.25,7.274,3,0,1,0,0,0,0,0,1,0,0,0,0,0
26619,26619,0.9,65.7,60.0,5.98,5.93,3.91,8.072,1,0,0,0,0,0,0,0,0,1,0,0,0,0
26620,26620,0.81,60.2,58.0,6.06,6.1,3.66,7.985,3,0,0,0,1,0,0,0,1,0,0,0,0,0
26621,26621,0.3,60.6,56.0,4.35,4.36,2.64,6.6,5,1,0,0,0,0,0,0,0,0,1,0,0,0
26622,26622,0.33,61.1,59.0,4.47,4.43,2.72,6.611,4,0,0,1,0,0,0,0,0,0,0,1,0,0
26623,26623,0.53,60.8,57.0,5.23,5.26,3.19,7.114,5,1,0,0,0,0,0,0,0,1,0,0,0,0
26624,26624,1.06,58.4,62.0,6.7,6.65,3.9,8.183,4,0,0,0,0,1,0,0,0,1,0,0,0,0
26625,26625,0.41,63.0,57.0,4.73,4.7,2.97,6.707,5,1,0,0,0,0,0,0,0,1,0,0,0,0
26626,26626,2.1,61.6,57.0,8.24,8.15,5.05,9.407,5,0,0,0,0,1,0,0,1,0,0,0,0,0
26627,26627,1.01,62.7,59.0,6.33,6.27,3.95,8.371,4,0,0,0,1,0,0,0,1,0,0,0,0,0
26628,26628,0.77,60.8,57.0,5.9,5.94,3.6,8.104,5,0,0,0,0,0,0,0,1,0,0,0,0,0
26629,26629,1.0,62.7,59.0,6.35,6.31,3.97,8.302,4,0,0,0,1,0,0,0,0,1,0,0,0,0
26630,26630,0.4,63.9,58.0,4.63,4.67,2.97,6.532,2,1,0,0,0,0,0,0,1,0,0,0,0,0
26631,26631,0.3,63.5,53.0,4.3,4.33,2.74,6.423,2,0,0,0,0,0,0,0,0,0,0,1,0,0
26632,26632,1.04,59.9,64.0,6.51,6.45,3.88,7.996,2,0,0,0,0,1,0,0,0,1,0,0,0,0
26633,26633,1.07,60.9,55.0,6.6,6.64,4.03,8.853,3,0,0,1,0,0,0,0,0,0,1,0,0,0
26634,26634,0.32,61.5,57.0,4.43,4.39,2.71,6.842,5,0,0,1,0,0,0,0,0,0,0,0,0,1
26635,26635,0.95,60.6,57.0,6.4,6.34,3.86,8.177,5,0,0,0,0,0,1,0,0,0,0,0,0,1
26636,26636,0.32,61.6,55.0,4.44,4.42,2.73,6.719,4,0,0,0,1,0,0,0,0,0,0,0,0,1
26637,26637,0.71,61.7,56.0,5.72,5.75,3.54,7.887,5,1,0,0,0,0,0,0,1,0,0,0,0,0
26638,26638,0.91,63.1,58.0,6.12,6.17,3.88,8.414,2,1,0,0,0,0,0,0,1,0,0,0,0,0
26639,26639,0.57,61.9,56.0,5.29,5.3,3.28,7.62,5,0,0,1,0,0,0,0,0,0,0,0,0,1
26640,26640,0.31,63.6,54.0,4.34,4.31,2.75,6.385,2,0,0,0,0,0,0,0,0,1,0,0,0,0
26641,26641,0.35,60.9,59.0,4.54,4.56,2.77,6.642,4,1,0,0,0,0,0,0,0,0,0,1,0,0
26642,26642,0.35,62.4,57.0,4.56,4.51,2.83,6.969,5,0,0,0,0,0,0,0,0,0,0,1,0,0
26643,26643,0.72,60.3,57.0,5.82,5.86,3.52,8.129,5,0,0,0,0,1,0,0,0,0,0,1,0,0
26644,26644,0.32,61.8,55.0,4.38,4.42,2.72,6.469,5,0,0,0,1,0,0,0,0,0,0,0,0,1
26645,26645,1.62,61.2,61.0,7.53,7.6,4.63,9.109,3,0,0,0,0,0,0,0,0,1,0,0,0,0
26646,26646,1.54,61.1,58.0,7.48,7.41,4.55,8.523,4,0,0,0,0,0,1,0,1,0,0,0,0,0
26647,26647,0.54,61.6,59.0,5.22,5.24,3.22,7.396,5,0,0,0,1,0,0,0,0,0,1,0,0,0
26648,26648,0.51,62.0,57.0,5.13,5.1,3.17,7.519,5,0,0,1,0,0,0,0,0,0,0,0,0,1
26649,26649,0.33,61.9,54.0,4.42,4.46,2.75,6.78,5,0,1,0,0,0,0,0,0,0,0,0,1,0
26650,26650,0.52,58.4,62.0,5.33,5.28,3.1,6.981,4,0,0,1,0,0,0,0,0,1,0,0,0,0
26651,26651,0.71,63.9,57.0,5.57,5.61,3.57,7.754,2,0,1,0,0,0,0,0,1,0,0,0,0,0
26652,26652,0.82,62.2,59.0,6.03,5.97,3.73,7.907,4,0,0,0,0,1,0,0,0,0,0,1,0,0
26653,26653,0.56,61.1,59.0,5.34,5.27,3.24,7.419,4,1,0,0,0,0,0,0,0,0,0,1,0,0
26654,26654,1.57,61.8,55.0,7.47,7.51,4.63,9.15,5,0,0,0,1,0,0,0,1,0,0,0,0,0
26655,26655,0.33,60.3,57.0,4.51,4.54,2.73,6.583,5,1,0,0,0,0,0,0,0,0,0,1,0,0
26656,26656,0.7,61.8,62.0,5.69,5.63,3.5,7.773,4,0,0,0,1,0,0,0,0,0,1,0,0,0
26657,26657,1.03,60.9,57.0,6.54,6.5,3.97,8.497,5,0,0,1,0,0,0,0,1,0,0,0,0,0
26658,26658,0.71,61.5,55.0,5.72,5.8,3.54,7.79,5,0,0,0,0,0,0,0,0,1,0,0,0,0
26659,26659,0.91,64.7,61.0,6.06,5.99,3.9,8.224,1,0,0,0,0,0,0,0,1,0,0,0,0,0
26660,26660,0.77,62.0,56.0,5.89,5.86,3.64,7.924,5,0,0,0,1,0,0,0,0,0,0,1,0,0
26661,26661,0.53,62.8,57.0,5.19,5.16,3.25,7.482,5,1,0,0,0,0,0,0,0,0,0,1,0,0
26662,26662,0.32,61.2,59.0,4.4,4.42,2.7,6.469,4,0,1,0,0,0,0,0,0,0,0,1,0,0
26663,26663,0.9,63.4,60.0,6.07,6.02,3.83,8.114,3,1,0,0,0,0,0,0,0,1,0,0,0,0
26664,26664,0.32,60.2,60.0,4.42,4.49,2.68,6.299,3,0,0,0,0,0,1,0,0,0,0,0,1,0
26665,26665,0.5,62.6,61.0,5.06,5.03,3.1,6.931,4,0,0,0,1,0,0,0,0,1,0,0,0,0
26666,26666,0.73,62.5,58.0,5.74,5.82,3.61,7.169,3,0,0,1,0,0,0,0,0,0,0,0,0,0
26667,26667,0.38,61.5,56.0,4.68,4.71,2.88,7.021,5,0,1,0,0,0,0,0,0,0,0,0,1,0
26668,26668,0.33,60.9,56.0,4.47,4.49,2.73,6.428,5,0,1,0,0,0,0,0,0,0,0,1,0,0
26669,26669,0.8,62.6,59.0,5.84,5.91,3.68,8.029,3,1,0,0,0,0,0,0,0,1,0,0,0,0
26670,26670,0.32,61.7,55.0,4.42,4.46,2.74,6.765,5,0,1,0,0,0,0,0,0,0,0,0,1,0
26671,26671,1.04,57.6,63.0,6.67,6.7,3.85,8.341,2,0,0,0,0,0,0,0,0,1,0,0,0,0
26672,26672,0.92,62.0,60.0,6.26,6.19,3.86,8.271,4,0,1,0,0,0,0,0,1,0,0,0,0,0
26673,26673,1.52,60.4,59.0,7.48,7.38,4.49,9.687,4,0,0,1,0,0,0,0,0,0,0,0,1,0
26674,26674,1.14,60.2,57.0,6.81,6.71,4.07,8.021,5,0,0,0,0,0,1,0,1,0,0,0,0,0
26675,26675,1.25,62.1,58.0,6.93,6.86,4.28,8.691,4,0,0,0,1,0,0,0,0,1,0,0,0,0
26676,26676,0.26,62.3,56.0,4.1,4.08,2.55,6.363,5,0,1,0,0,0,0,0,0,0,1,0,0,0
26677,26677,0.66,60.8,58.0,5.67,5.64,3.44,7.77,4,0,1,0,0,0,0,0,0,0,1,0,0,0
26678,26678,0.9,58.7,59.0,6.34,6.3,3.71,8.351,4,0,1,0,0,0,0,0,0,0,0,1,0,0
26679,26679,1.0,61.2,57.0,6.48,6.39,3.94,8.401,5,0,1,0,0,0,0,0,0,1,0,0,0,0
26680,26680,0.71,58.7,62.0,5.87,5.81,3.43,8.072,1,0,1,0,0,0,0,1,0,0,0,0,0,0
26681,26681,1.54,62.7,58.0,7.37,7.33,4.61,9.637,4,1,0,0,0,0,0,0,0,0,0,1,0,0
26682,26682,0.92,62.0,57.0,6.24,6.28,3.88,8.565,5,0,0,1,0,0,0,0,0,0,1,0,0,0
26683,26683,0.78,61.4,57.0,5.91,5.94,3.64,8.147,5,0,0,0,0,0,0,0,0,1,0,0,0,0
26684,26684,2.01,60.6,62.0,8.08,8.05,4.89,9.725,4,0,0,0,1,0,0,0,1,0,0,0,0,0
26685,26685,0.5,63.2,56.0,5.06,5.03,3.19,7.242,3,1,0,0,0,0,0,0,0,0,0,1,0,0
26686,26686,1.51,61.2,58.0,7.35,7.4,4.51,9.077,5,0,0,0,0,1,0,0,1,0,0,0,0,0
26687,26687,1.01,63.6,55.0,6.39,6.31,4.04,8.284,2,0,0,0,0,1,0,0,1,0,0,0,0,0
26688,26688,1.14,62.2,58.0,6.64,6.7,4.15,8.58,4,0,0,1,0,0,0,0,1,0,0,0,0,0
26689,26689,0.76,60.6,59.0,5.85,5.94,3.57,8.251,3,1,0,0,0,0,0,0,0,0,0,0,0,1
26690,26690,0.81,62.2,57.0,5.97,6.02,3.73,8.068,5,0,0,1,0,0,0,0,1,0,0,0,0,0
26691,26691,0.28,60.2,58.0,4.23,4.27,2.56,6.188,3,1,0,0,0,0,0,0,0,0,1,0,0,0
26692,26692,0.36,63.2,56.0,4.56,4.52,2.87,6.677,3,0,0,0,0,0,0,0,1,0,0,0,0,0
26693,26693,0.9,60.1,59.0,6.25,6.2,3.74,8.11,4,0,0,1,0,0,0,0,1,0,0,0,0,0
26694,26694,1.02,62.8,55.0,6.4,6.43,4.03,8.389,3,1,0,0,0,0,0,0,0,1,0,0,0,0
