id,carat,cut,color,clarity,depth,table,x,y,z,price
16711,1.21,Ideal,G,VVS1,60.2,57.0,7.02,6.94,4.2,9.233
16712,0.34,Ideal,G,IF,61.9,54.0,4.51,4.53,2.8,6.881
16713,0.82,Ideal,I,VS1,61.6,56.0,6.05,6.01,3.72,8.03
16714,0.34,Premium,G,VS2,61.6,58.0,4.45,4.51,2.76,6.39
16715,0.3,Good,H,VS1,63.3,56.0,4.26,4.3,2.71,6.265
16716,0.33,Ideal,E,VS2,62.1,56.0,4.46,4.43,2.76,6.833
16717,1.02,Premium,G,SI2,60.7,56.0,6.56,6.51,3.97,8.27
16718,1.51,Premium,J,VVS2,62.6,59.0,7.31,7.33,4.58,9.079
16719,0.37,Very Good,H,VS1,59.8,59.0,4.66,4.7,2.8,6.544
16720,1.0,Good,E,VS2,57.4,58.0,6.61,6.57,3.78,8.726
16721,2.04,Very Good,I,I1,59.3,61.0,8.25,8.3,4.91,9.019
16722,0.32,Ideal,F,VVS1,60.3,57.0,4.42,4.44,2.67,6.816
16723,1.57,Ideal,J,VVS2,61.4,57.0,7.45,7.5,4.59,9.143
16724,0.25,Ideal,E,VVS2,62.1,57.0,4.04,4.07,2.52,6.356
16725,1.01,Very Good,D,SI1,63.6,59.0,6.33,6.37,4.04,8.744
16726,0.3,Very Good,E,VVS2,62.4,57.0,4.26,4.27,2.66,6.611
16727,1.01,Premium,I,SI1,62.7,60.0,6.36,6.27,3.96,7.967
16728,1.12,Premium,H,SI1,61.2,59.0,6.69,6.65,4.08,8.443
16729,1.02,Very Good,J,SI2,61.1,61.0,6.44,6.5,3.95,8.189
16730,0.71,Very Good,I,SI1,61.5,58.0,5.67,5.72,3.5,7.669
16731,1.01,Good,E,SI1,64.1,59.0,6.31,6.35,4.06,8.389
16732,0.23,Very Good,E,VVS2,61.2,60.0,3.97,4.0,2.44,6.225
16733,1.16,Ideal,H,SI2,60.9,59.0,6.72,6.78,4.11,8.592
16734,0.9,Ideal,J,VS1,62.1,57.0,6.16,6.18,3.83,8.137
16735,0.7,Very Good,E,VS2,60.5,59.0,5.71,5.76,3.47,7.922
16736,1.28,Good,H,SI2,63.6,56.0,6.92,6.78,4.37,8.521
16737,1.01,Premium,H,SI1,61.8,59.0,6.38,6.33,3.93,8.557
16738,1.37,Premium,H,VS1,60.9,59.0,7.24,7.17,4.39,9.057
16739,0.32,Premium,H,VVS2,61.0,58.0,4.44,4.41,2.7,6.719
16740,0.4,Ideal,E,VVS1,61.5,56.0,4.7,4.73,2.9,7.195
16741,1.23,Ideal,J,VS1,62.2,55.0,6.83,6.86,4.26,8.716
16742,1.01,Premium,E,VS2,62.3,59.0,6.38,6.33,3.96,8.6
16743,1.61,Premium,J,VS2,61.7,59.0,7.51,7.46,4.62,8.968
16744,0.31,Ideal,H,VS1,61.6,56.0,4.36,4.34,2.68,6.548
16745,0.6,Ideal,D,VS2,62.0,55.0,5.39,5.42,3.35,7.801
16746,0.74,Premium,E,SI2,59.1,60.0,5.98,5.94,3.52,7.845
16747,1.22,Premium,I,VS2,60.1,58.0,6.92,7.0,4.18,8.595
16748,0.4,Ideal,G,VS1,62.3,57.0,4.68,4.73,2.93,6.708
16749,0.3,Very Good,E,SI1,60.9,58.0,4.31,4.33,2.63,6.213
16750,0.72,Premium,E,SI2,59.3,60.0,5.88,5.85,3.48,7.5
16751,0.32,Ideal,F,VS2,62.2,55.0,4.35,4.37,2.71,6.469
16752,0.31,Ideal,G,VVS2,62.6,57.0,4.33,4.29,2.7,6.81
16753,0.59,Premium,E,VS2,62.3,55.0,5.43,5.39,3.37,7.541
16754,0.36,Premium,H,VVS2,60.6,58.0,4.6,4.58,2.78,6.837
16755,0.81,Ideal,E,SI2,61.8,56.0,6.0,5.97,3.7,8.011
16756,0.81,Good,I,VS2,63.8,58.0,5.89,5.84,3.74,7.879
16757,0.56,Ideal,F,VS1,61.7,55.1,5.29,5.33,3.27,7.591
16758,1.07,Good,I,VS2,63.8,60.0,6.41,6.38,4.08,8.341
16759,1.01,Premium,G,SI2,61.5,58.0,6.51,6.44,3.98,8.149
16760,0.52,Premium,F,SI2,61.7,58.0,5.23,5.18,3.15,6.978
16761,1.9,Fair,H,SI2,67.1,64.0,7.57,7.52,5.06,9.057
16762,2.01,Ideal,D,SI2,62.1,56.0,8.02,8.11,5.01,9.835
16763,0.38,Very Good,F,VS1,59.7,61.0,4.69,4.73,2.81,6.896
16764,0.51,Very Good,E,VS2,59.5,63.0,5.22,5.17,3.09,7.421
16765,0.55,Ideal,I,VS1,62.2,55.0,5.26,5.29,3.28,7.121
16766,0.74,Ideal,I,VS2,61.5,57.0,5.81,5.86,3.59,7.808
16767,0.72,Good,J,VS1,63.7,54.0,5.71,5.68,3.63,7.631
16768,1.01,Premium,F,VS2,62.2,60.0,6.4,6.37,3.97,8.785
16769,0.31,Very Good,H,VVS1,61.3,56.0,4.35,4.38,2.67,6.479
16770,1.51,Premium,E,SI2,58.8,62.0,7.5,7.41,4.39,9.091
16771,0.9,Good,H,VS1,62.4,55.0,6.09,6.16,3.82,8.391
16772,0.44,Ideal,I,VS2,61.9,54.0,4.91,4.95,3.05,6.596
16773,1.1,Ideal,H,VVS2,62.0,56.0,6.59,6.63,4.1,8.891
16774,0.74,Ideal,E,SI2,60.9,57.0,5.83,5.89,3.57,7.861
16775,0.54,Ideal,G,VVS2,61.4,55.0,5.22,5.3,3.23,7.593
16776,0.41,Very Good,E,VVS1,61.2,62.0,4.76,4.78,2.92,7.077
16777,0.51,Ideal,E,SI1,61.7,56.0,5.13,5.17,3.18,7.457
16778,0.51,Ideal,F,VS1,61.8,54.0,5.15,5.18,3.19,7.398
16779,0.71,Good,I,VS1,63.3,56.0,5.65,5.69,3.59,7.743
16780,0.83,Ideal,H,VS2,61.6,55.0,6.04,6.08,3.73,8.062
16781,0.77,Ideal,E,SI2,60.7,55.0,6.01,5.95,3.63,7.949
16782,2.2,Premium,H,SI2,61.5,58.0,8.44,8.38,5.18,9.453
16783,0.34,Ideal,F,VVS1,61.1,56.0,4.5,4.53,2.76,7.068
16784,0.32,Premium,G,VVS1,61.9,58.0,4.39,4.36,2.71,6.985
16785,0.46,Premium,E,VS2,58.5,61.0,5.1,5.05,2.97,7.067
16786,0.25,Very Good,G,VVS1,61.7,56.0,4.07,4.09,2.51,6.263
16787,0.54,Ideal,E,VS2,61.7,55.0,5.24,5.27,3.24,7.47
16788,0.52,Ideal,D,VS2,61.6,55.0,5.15,5.2,3.19,7.508
16789,1.22,Premium,F,SI1,62.5,59.0,6.78,6.83,4.25,8.844
16790,0.41,Ideal,F,IF,61.9,56.0,4.78,4.81,2.97,7.272
16791,0.7,Ideal,E,SI2,62.0,58.0,5.66,5.7,3.52,7.754
16792,1.4,Premium,H,SI1,60.5,60.0,7.22,7.16,4.35,9.062
16793,0.8,Very Good,F,SI1,62.6,58.0,5.9,5.92,3.7,7.959
16794,0.4,Good,F,SI1,63.6,59.0,4.64,4.67,2.96,6.519
16795,1.5,Very Good,I,VS2,58.2,60.0,7.5,7.58,4.39,9.118
16796,1.51,Fair,E,SI1,58.4,70.0,7.55,7.39,4.36,9.315
16797,1.17,Ideal,I,SI1,60.0,59.0,6.82,6.87,4.11,8.535
16798,1.2,Very Good,H,VVS1,63.3,56.0,6.75,6.7,4.26,8.806
16799,0.7,Very Good,I,VS2,62.8,59.0,5.56,5.61,3.51,7.697
16800,1.53,Ideal,I,SI2,63.7,58.0,7.31,7.27,4.64,8.995
16801,0.74,Very Good,H,VVS2,60.5,60.0,5.79,5.81,3.51,7.98
16802,0.34,Ideal,H,VVS2,61.2,56.0,4.51,4.54,2.77,6.503
16803,0.43,Very Good,D,SI2,63.1,59.0,4.81,4.8,3.03,6.755
16804,0.45,Good,G,VS1,60.7,60.4,4.94,4.98,3.01,7.128
16805,0.41,Premium,F,VS2,62.4,56.0,4.77,4.75,2.97,7.009
16806,0.31,Ideal,D,VS2,61.8,56.0,4.32,4.36,2.68,6.599
16807,0.32,Very Good,G,VS2,60.2,57.0,4.42,4.45,2.67,6.33
16808,0.31,Good,H,SI1,64.0,54.0,4.29,4.31,2.75,5.996
16809,0.33,Ideal,H,VS1,62.0,55.0,4.44,4.46,2.76,6.361
16810,1.03,Premium,J,SI2,62.2,59.0,6.42,6.4,3.99,8.055
16811,1.06,Ideal,I,VS1,61.8,56.0,6.5,6.57,4.05,8.709
16812,0.7,Good,I,SI2,63.2,60.0,5.55,5.62,3.53,7.35
16813,1.09,Premium,H,SI2,62.0,57.0,6.61,6.55,4.08,8.455
16814,1.33,Ideal,G,VS1,59.9,57.3,7.16,7.21,4.3,9.281
16815,1.54,Premium,H,VS2,60.3,60.0,7.47,7.45,4.5,9.114
16816,0.7,Very Good,G,VVS2,61.8,60.0,5.63,5.69,3.5,7.985
16817,0.9,Very Good,J,SI1,63.2,60.0,6.12,6.09,3.86,7.92
16818,0.29,Very Good,G,VVS2,62.2,55.0,4.24,4.27,2.64,6.293
16819,0.3,Ideal,H,VVS2,61.3,56.0,4.35,4.33,2.66,6.654
16820,0.59,Very Good,G,VVS2,62.5,57.0,5.32,5.36,3.34,7.676
16821,0.89,Ideal,G,VVS2,61.7,55.0,6.22,6.19,3.83,8.309
16822,0.3,Ideal,D,VS1,61.1,57.0,4.34,4.37,2.66,6.786
16823,1.52,Very Good,G,VS2,62.4,56.0,7.26,7.36,4.56,9.314
16824,0.31,Ideal,G,VS2,62.4,54.0,4.36,4.39,2.73,6.299
16825,0.3,Ideal,E,VS2,61.7,55.0,4.32,4.3,2.66,6.738
16826,0.81,Premium,G,VS2,61.4,60.0,6.02,5.99,3.69,8.069
16827,0.52,Ideal,G,IF,61.5,56.0,5.21,5.16,3.19,7.68
16828,0.43,Ideal,J,VS1,61.9,55.5,4.81,4.84,2.99,6.56
16829,1.01,Very Good,F,SI2,63.4,56.0,6.4,6.34,4.04,8.379
16830,1.04,Premium,E,SI2,60.1,60.0,6.53,6.51,3.92,8.398
16831,0.35,Premium,I,VS1,60.7,62.0,4.59,4.53,2.77,6.564
16832,0.39,Ideal,E,VS1,60.2,56.0,4.79,4.78,2.88,7.024
16833,0.32,Very Good,G,VS2,60.9,58.0,4.42,4.45,2.7,6.335
16834,2.1,Ideal,G,SI2,61.3,55.0,8.19,8.25,5.04,9.815
16835,1.08,Ideal,E,SI2,61.7,57.0,6.55,6.6,4.06,8.515
16836,0.7,Ideal,G,SI1,61.9,58.0,5.69,5.72,3.53,7.745
16837,1.2,Very Good,I,VS1,62.6,59.0,6.69,6.73,4.2,8.731
16838,0.53,Very Good,F,VS2,61.9,58.0,5.17,5.2,3.21,7.397
16839,0.32,Very Good,H,SI2,63.2,55.0,4.36,4.34,2.75,6.223
16840,0.43,Good,E,SI1,63.2,57.0,4.78,4.84,3.04,6.605
16841,1.06,Premium,F,SI1,61.0,58.0,6.6,6.65,4.04,8.545
16842,1.02,Ideal,H,VVS2,62.1,55.0,6.5,6.46,4.02,8.824
16843,0.4,Ideal,F,IF,61.9,54.0,4.75,4.81,2.96,7.249
16844,0.75,Good,E,SI2,63.8,55.0,5.74,5.8,3.68,7.805
16845,1.04,Premium,J,VS2,58.7,58.0,6.68,6.61,3.9,8.305
16846,0.54,Ideal,D,VS2,61.8,56.0,5.21,5.24,3.23,7.545
16847,1.02,Very Good,E,VS2,62.5,57.0,6.36,6.41,3.99,8.827
16848,0.32,Ideal,D,VVS1,61.7,55.0,4.44,4.41,2.73,7.039
16849,1.2,Very Good,H,VS2,63.2,54.0,6.73,6.78,4.27,8.768
16850,1.09,Good,D,SI2,63.8,60.0,6.57,6.49,4.16,8.451
16851,0.46,Good,F,VS1,59.2,63.0,5.0,5.03,2.97,7.113
16852,0.74,Premium,G,SI1,60.5,58.0,5.93,5.88,3.57,7.845
16853,0.55,Ideal,J,SI1,61.2,55.0,5.29,5.3,3.24,6.89
16854,0.42,Ideal,G,VS1,61.8,57.0,4.79,4.82,2.97,6.825
16855,1.26,Very Good,J,SI1,61.8,58.0,6.88,6.91,4.26,8.515
16856,0.58,Ideal,F,VS1,59.9,59.0,5.42,5.47,3.26,7.59
16857,0.73,Good,F,SI2,63.4,55.0,5.71,5.75,3.63,7.612
16858,1.0,Premium,G,VS2,63.0,59.0,6.4,6.36,4.02,8.667
16859,0.33,Premium,G,VS2,61.3,59.0,4.46,4.44,2.73,6.611
16860,0.6,Premium,D,VS2,60.9,61.0,5.43,5.4,3.3,7.5
16861,0.91,Good,G,VS2,63.6,58.0,6.14,6.1,3.89,8.339
16862,0.3,Premium,H,VS2,62.5,58.0,4.28,4.26,2.67,6.41
16863,0.32,Ideal,E,VVS1,61.9,55.0,4.38,4.41,2.72,6.861
16864,0.33,Ideal,E,VS2,60.5,56.0,4.51,4.48,2.72,6.833
16865,0.25,Very Good,E,VVS2,61.7,57.0,4.08,4.12,2.53,6.306
16866,0.23,Very Good,D,VVS2,58.5,62.0,4.04,4.06,2.37,6.157
16867,0.42,Premium,D,SI1,60.2,57.0,4.89,4.85,2.93,6.877
16868,0.7,Ideal,J,SI1,60.3,57.0,5.75,5.79,3.48,7.648
16869,0.56,Ideal,F,VS1,61.7,54.0,5.28,5.32,3.27,7.557
16870,0.25,Very Good,F,VVS1,60.7,59.0,4.07,4.1,2.48,6.356
16871,0.55,Very Good,J,SI1,60.9,56.0,5.29,5.35,3.24,7.003
16872,0.43,Premium,D,SI1,61.1,59.0,4.89,4.83,2.97,6.97
16873,0.31,Ideal,I,VVS1,62.1,56.0,4.35,4.38,2.71,6.347
16874,1.1,Good,I,SI1,57.7,60.0,6.82,6.77,3.92,8.369
16875,0.42,Premium,G,VS1,60.5,59.0,4.83,4.79,2.91,6.892
16876,0.8,Premium,F,SI1,61.5,60.0,5.97,5.94,3.66,7.969
16877,0.23,Good,E,VVS2,63.3,56.0,3.88,3.92,2.47,6.273
16878,1.24,Ideal,D,SI1,61.9,56.0,6.9,6.87,4.26,8.825
16879,0.5,Very Good,E,VS1,63.9,55.0,4.98,5.03,3.2,7.38
16880,1.01,Premium,D,VVS2,62.4,58.0,6.39,6.44,4.0,9.281
16881,1.2,Very Good,I,SI1,62.4,59.0,6.73,6.79,4.22,8.668
16882,0.36,Premium,J,SI1,61.3,60.0,4.52,4.59,2.79,6.043
16883,1.2,Very Good,F,VS2,61.8,58.0,6.75,6.78,4.18,9.106
16884,0.44,Very Good,D,VS2,62.8,58.0,4.79,4.86,3.03,6.745
16885,0.56,Ideal,F,VS2,61.6,56.0,5.28,5.31,3.26,7.422
16886,1.3,Premium,J,SI1,61.8,59.0,6.99,6.95,4.31,8.601
16887,1.1,Premium,H,SI1,63.0,58.0,6.6,6.55,4.14,8.5
16888,0.32,Ideal,G,VVS1,61.4,55.0,4.44,4.42,2.72,6.985
16889,1.0,Premium,F,SI1,62.7,59.0,6.36,6.4,4.0,8.556
16890,0.9,Good,I,VS1,62.8,57.0,6.07,6.16,3.84,8.131
16891,0.4,Ideal,F,VS2,60.6,55.0,4.78,4.82,2.91,6.736
16892,0.82,Ideal,F,SI2,62.3,56.0,5.96,6.02,3.73,7.952
16893,0.4,Premium,E,SI1,62.8,59.0,4.7,4.67,2.94,6.81
16894,0.47,Ideal,G,VVS1,61.3,56.0,5.03,5.05,3.09,7.273
16895,0.71,Ideal,E,VS1,61.4,59.0,5.71,5.75,3.52,8.07
16896,1.0,Premium,D,SI1,62.0,58.0,6.41,6.29,3.94,8.456
16897,0.3,Premium,H,SI2,60.9,59.0,4.32,4.35,2.64,5.908
16898,0.93,Premium,F,SI1,62.3,59.0,6.25,6.21,3.88,8.653
16899,0.32,Ideal,H,VVS2,62.0,55.0,4.39,4.42,2.73,6.469
16900,1.17,Ideal,G,VS2,61.3,56.0,6.79,6.81,4.17,8.911
16901,2.01,Good,I,SI1,64.1,60.0,7.92,7.88,5.06,9.229
16902,0.4,Very Good,E,VVS2,63.6,55.0,4.67,4.7,2.98,6.935
16903,1.06,Premium,H,SI2,62.6,58.0,6.52,6.46,4.06,8.302
16904,1.0,Premium,G,SI2,59.1,59.0,6.54,6.5,3.85,8.215
16905,2.01,Premium,H,VS2,62.6,58.0,8.03,7.94,5.0,9.642
16906,1.04,Very Good,H,VS2,60.9,58.0,6.5,6.6,3.99,8.603
16907,0.5,Premium,H,SI1,62.3,59.0,5.02,4.99,3.12,6.998
16908,0.57,Ideal,G,VS1,61.3,56.0,5.34,5.36,3.28,7.523
16909,0.36,Ideal,H,VS2,61.0,55.0,4.59,4.62,2.81,6.375
16910,0.32,Very Good,H,SI2,60.4,59.0,4.39,4.42,2.66,5.974
16911,0.5,Premium,E,VS2,60.7,59.0,5.13,5.11,3.11,7.438
16912,1.0,Very Good,D,VS2,63.4,57.0,6.36,6.32,4.02,8.719
16913,0.24,Very Good,H,VVS2,61.3,57.0,4.01,4.04,2.46,6.107
16914,0.7,Very Good,E,SI2,61.8,60.0,5.61,5.65,3.48,7.707
16915,0.42,Ideal,D,VVS2,62.5,57.0,4.8,4.77,2.99,7.236
16916,2.02,Fair,J,VS1,64.6,59.0,7.95,7.9,5.12,9.503
16917,1.54,Ideal,I,VS2,60.7,56.0,7.51,7.46,4.54,8.968
16918,1.0,Ideal,G,VVS2,61.2,56.0,6.47,6.5,3.97,9.017
16919,0.3,Ideal,J,VS1,62.0,57.0,4.28,4.3,2.66,6.019
16920,2.0,Premium,D,SI2,61.6,59.0,8.09,8.2,5.02,9.78
16921,1.55,Very Good,D,SI2,58.9,57.0,7.59,7.63,4.48,9.331
16922,1.36,Ideal,F,VVS2,61.6,56.0,7.08,7.17,4.39,9.433
16923,1.7,Premium,G,SI2,62.0,57.0,7.72,7.63,4.76,9.31
16924,0.65,Ideal,H,VS1,61.8,55.0,5.6,5.56,3.45,7.653
16925,0.31,Good,D,SI1,63.8,57.0,4.33,4.29,2.75,6.528
16926,0.41,Good,J,IF,63.6,54.0,4.75,4.72,3.01,6.967
16927,0.7,Very Good,F,SI1,59.8,59.0,5.74,5.8,3.45,7.784
16928,0.72,Ideal,E,SI2,62.7,57.0,5.71,5.78,3.6,7.76
16929,0.7,Ideal,F,VS1,62.4,56.0,5.69,5.65,3.54,7.963
16930,0.3,Very Good,D,VS1,60.1,55.0,4.37,4.4,2.63,6.76
16931,0.71,Ideal,G,VS2,61.6,55.0,5.74,5.78,3.55,7.839
16932,1.7,Good,H,VS2,63.3,57.0,7.54,7.59,4.79,9.402
16933,0.36,Premium,I,VS2,61.6,58.0,4.57,4.52,2.8,6.474
16934,1.01,Ideal,H,SI2,61.7,56.0,6.41,6.46,3.97,8.38
16935,0.32,Very Good,F,VS2,58.8,62.0,4.43,4.48,2.62,6.4
16936,0.53,Very Good,F,SI1,61.5,59.0,5.15,5.19,3.18,7.185
16937,0.54,Premium,E,VVS2,61.0,59.0,5.28,5.27,3.22,7.746
16938,0.91,Ideal,E,SI1,62.3,57.0,6.21,6.25,3.88,8.363
16939,0.71,Ideal,E,VS2,61.3,56.0,5.76,5.79,3.54,8.176
16940,0.3,Ideal,G,VS2,62.0,56.0,4.28,4.3,2.66,6.321
16941,1.65,Premium,F,SI2,60.5,61.0,7.7,7.65,4.64,9.179
16942,1.5,Very Good,I,VS1,63.3,54.0,7.26,7.33,4.62,9.383
16943,0.4,Very Good,E,SI2,62.9,58.0,4.7,4.74,2.97,6.501
16944,0.31,Good,I,VS1,63.2,56.0,4.28,4.33,2.72,6.192
16945,1.51,Good,F,SI2,62.9,55.0,7.22,7.28,4.56,8.971
16946,0.41,Very Good,H,VS2,60.0,57.0,4.92,4.88,2.94,6.819
16947,0.33,Premium,E,VS2,61.9,58.0,4.47,4.42,2.75,6.69
16948,0.9,Ideal,H,VS2,62.4,56.0,6.15,6.18,3.85,8.305
16949,1.02,Premium,J,SI1,63.0,58.0,6.44,6.39,4.04,8.257
16950,0.72,Ideal,D,VS2,61.8,57.0,5.76,5.73,3.55,8.039
16951,0.5,Premium,E,VS2,62.6,58.0,5.12,5.07,3.19,7.424
16952,0.53,Very Good,F,SI2,62.5,57.0,5.11,5.17,3.21,7.032
16953,1.07,Premium,E,VS2,59.3,56.0,6.71,6.69,3.97,8.945
16954,0.52,Ideal,E,VS1,62.5,56.0,5.16,5.11,3.21,7.492
16955,0.73,Good,E,VS2,63.3,60.0,5.67,5.73,3.61,7.909
16956,1.51,Fair,H,VS2,65.6,56.0,7.08,4.7,4.0,8.88
16957,0.3,Ideal,G,SI1,62.3,58.0,4.26,4.28,2.66,6.168
16958,1.27,Premium,I,VS2,62.6,59.0,6.95,6.86,4.32,8.719
16959,1.15,Very Good,G,VS2,62.9,58.0,6.62,6.7,4.19,8.829
16960,0.38,Ideal,I,VS1,62.0,54.0,4.67,4.72,2.91,6.551
16961,0.9,Premium,H,VS1,62.4,58.0,6.19,6.15,3.85,8.351
16962,0.52,Very Good,E,SI1,62.8,57.0,5.09,5.13,3.21,7.222
16963,0.81,Premium,D,SI1,62.4,59.0,5.96,5.89,3.7,8.091
16964,0.35,Good,D,SI1,63.3,57.0,4.51,4.53,2.86,6.468
16965,0.58,Ideal,E,VS2,61.8,57.0,5.32,5.36,3.3,7.551
16966,1.05,Ideal,G,VS2,60.8,57.0,6.65,6.58,4.02,8.795
16967,0.91,Ideal,D,VS2,60.9,57.0,6.26,6.32,3.83,8.771
16968,0.63,Very Good,G,VS1,63.1,58.0,5.42,5.46,3.43,7.676
16969,0.92,Ideal,E,VS1,62.6,57.0,6.18,6.13,3.85,8.522
16970,0.72,Premium,F,VS1,58.8,60.0,5.91,5.89,3.47,7.951
16971,0.91,Ideal,E,SI1,61.0,57.0,6.2,6.26,3.8,8.388
16972,2.01,Very Good,H,SI2,63.1,59.0,7.96,7.88,5.0,9.229
16973,0.9,Premium,E,VS1,59.4,59.0,6.28,6.31,3.74,8.619
16974,0.7,Ideal,D,SI1,62.5,55.0,5.68,5.72,3.56,7.911
16975,0.55,Ideal,F,VS1,60.6,56.0,5.33,5.37,3.24,7.544
16976,2.03,Ideal,I,SI2,61.5,54.0,8.22,8.2,5.05,9.551
16977,0.9,Fair,E,I1,59.9,66.0,6.18,6.14,3.69,7.668
16978,1.41,Ideal,H,VS1,60.7,56.0,7.31,7.22,1.41,9.185
16979,1.01,Ideal,F,SI1,62.3,55.0,6.38,6.31,3.95,8.361
16980,0.3,Ideal,E,VS2,61.4,55.0,4.32,4.34,2.66,6.489
16981,1.52,Premium,G,SI1,61.6,57.0,7.4,7.33,4.54,9.206
16982,0.32,Premium,F,VS2,59.4,58.0,4.44,4.48,2.65,6.469
16983,0.33,Ideal,D,VS1,61.0,56.0,4.45,4.47,2.72,6.732
16984,1.0,Good,G,SI1,61.9,61.0,6.36,6.4,3.95,8.489
16985,0.3,Very Good,H,VS1,62.3,56.0,4.29,4.32,2.68,6.293
16986,0.42,Premium,G,VS2,59.8,58.0,4.9,4.86,2.92,6.991
16987,0.54,Ideal,I,VS1,61.5,56.0,5.24,5.26,3.23,7.045
16988,0.3,Ideal,E,VS2,61.8,56.0,4.3,4.34,2.67,6.489
16989,1.01,Very Good,D,SI1,62.1,59.0,6.37,6.41,3.97,8.799
16990,0.71,Ideal,E,SI2,62.6,55.0,5.72,5.68,3.57,7.596
16991,1.01,Premium,F,VS1,58.8,60.0,6.59,6.51,3.85,8.97
16992,0.3,Very Good,G,VS2,63.5,55.0,4.25,4.22,2.69,6.515
16993,0.71,Very Good,H,SI1,61.5,56.0,5.71,5.75,3.53,7.812
16994,0.72,Premium,E,VVS1,62.9,59.0,5.75,5.67,3.59,8.179
16995,1.02,Fair,J,SI2,65.0,59.0,6.34,6.24,4.08,8.045
16996,0.3,Ideal,E,VVS1,61.8,56.0,4.3,4.31,2.66,6.797
16997,1.13,Ideal,D,SI1,61.8,56.0,6.68,6.74,4.15,8.671
16998,1.75,Ideal,J,SI1,63.3,59.0,7.63,7.57,4.81,9.087
16999,0.7,Ideal,I,VS2,61.2,55.0,5.75,5.77,3.53,7.718
17000,0.4,Ideal,I,VVS1,62.3,53.7,4.72,4.74,2.95,6.768
17001,1.07,Ideal,H,VS2,62.1,57.0,6.53,6.49,4.04,8.402
17002,1.07,Ideal,E,VS1,60.0,58.0,6.66,6.7,4.01,9.105
17003,0.9,Very Good,F,SI2,62.7,59.0,6.1,6.18,3.85,8.18
17004,0.7,Premium,D,SI2,60.5,58.0,5.8,5.74,3.49,7.764
17005,1.01,Ideal,G,VS2,62.0,54.9,6.41,6.44,3.99,8.748
17006,0.54,Very Good,D,SI1,62.1,58.0,5.21,5.23,3.24,7.416
17007,0.56,Premium,G,VS1,59.9,60.0,5.41,5.37,3.23,7.607
17008,0.31,Premium,H,VVS1,61.8,59.0,4.32,4.36,2.68,6.417
17009,0.3,Ideal,E,VS2,62.6,54.0,4.28,4.31,2.69,6.489
17010,0.9,Very Good,F,SI2,61.4,62.0,6.11,6.2,3.78,8.235
17011,0.38,Premium,G,VS1,61.9,59.0,4.67,4.63,2.88,6.974
17012,2.02,Very Good,J,SI2,59.2,60.0,8.27,8.39,4.91,9.372
17013,1.51,Very Good,F,SI2,63.2,60.0,7.2,7.27,4.57,9.043
17014,1.11,Premium,H,SI2,59.3,59.0,6.8,6.76,4.02,8.257
17015,1.51,Premium,G,SI1,62.2,58.0,7.3,7.26,4.53,9.277
17016,0.34,Ideal,E,SI1,62.9,55.0,4.5,4.47,2.82,6.64
17017,0.81,Ideal,H,SI1,61.4,56.0,6.0,6.05,3.7,8.145
17018,0.9,Fair,I,VVS1,63.5,57.0,5.98,6.09,3.83,8.341
17019,0.47,Ideal,H,IF,62.4,57.0,4.97,5.0,3.11,7.531
17020,1.04,Premium,G,SI2,62.8,59.0,6.47,6.42,4.05,8.179
17021,0.5,Very Good,E,SI2,62.8,55.0,5.05,5.08,3.18,6.982
17022,0.7,Fair,F,VS1,55.9,62.0,5.94,5.83,3.29,7.783
17023,0.5,Premium,G,I1,62.2,59.0,5.07,5.03,3.14,6.928
17024,2.4,Ideal,I,SI2,62.8,57.0,8.52,8.49,5.34,9.392
17025,0.72,Premium,D,SI2,59.1,58.0,5.88,5.83,3.46,7.622
17026,1.51,Ideal,I,VS2,61.6,57.0,7.34,7.28,4.5,9.143
17027,1.53,Very Good,I,SI2,61.6,56.0,7.39,7.45,4.57,8.91
17028,0.92,Ideal,F,SI2,62.0,54.0,6.26,6.32,3.9,8.31
17029,0.3,Very Good,E,VS1,61.9,60.0,4.26,4.3,2.65,6.565
17030,0.39,Ideal,G,VVS1,62.3,57.0,4.7,4.64,2.91,7.065
17031,0.27,Ideal,I,VS2,62.1,56.0,4.14,4.18,2.58,6.28
17032,0.58,Very Good,H,SI1,62.4,55.0,5.32,5.36,3.33,7.14
17033,0.41,Premium,F,VS2,61.6,59.0,4.74,4.77,2.93,6.76
17034,2.03,Premium,F,SI1,61.3,59.0,8.15,8.22,5.02,9.787
17035,2.05,Very Good,H,SI1,62.5,57.0,8.09,8.07,5.05,9.788
17036,1.1,Very Good,D,SI2,58.6,63.0,6.76,6.69,3.94,8.38
17037,0.72,Ideal,F,VS2,61.8,59.0,5.71,5.74,3.54,7.983
17038,0.43,Very Good,E,VS1,61.3,56.0,4.85,4.88,2.98,6.791
17039,1.01,Ideal,G,VS2,61.4,58.0,6.47,6.44,3.97,8.798
17040,0.37,Premium,H,VVS2,61.3,58.0,4.63,4.6,2.83,6.864
17041,0.82,Very Good,I,SI1,60.5,58.0,6.01,6.08,3.66,7.864
17042,0.26,Premium,H,VVS2,62.4,58.0,4.07,4.04,2.53,6.397
17043,1.12,Ideal,F,VVS2,61.4,57.0,6.69,6.66,4.1,9.173
17044,1.17,Ideal,H,VS2,62.4,58.0,6.73,6.71,4.19,8.788
17045,1.05,Ideal,F,SI2,62.7,54.0,6.5,6.54,4.09,8.49
